cancer,edin,p50,is_tumor
KIRC,0.21,0.0588,False
KIRP,0.1,0.0667,True
KIRP,0.19,0.0591,False
LAML,0.02,0.1000,True
LGG,0.26,0.0714,True
LIHC,0.08,0.0833,True
LIHC,0.06,0.0833,False
LUAD,0.2,0.0769,True
LUAD,0.2,0.0769,False
LUSC,0.3,0.0642,True
LUSC,0.2,0.0526,False
MESO,0.13,0.1215,True
OV,0.36,0.1000,True
PAAD,0.15,0.0801,True
PCPG,0.1,0.0714,True
PCPG,0.33,0.0833,False
PRAD,0.23,0.0714,True
PRAD,0.29,0.0588,False
READ,0.16,0.0714,True
READ,0.1,0.0769,False
SARC,0.29,0.0769,True
SARC,0.5,0.0556,False
SKCM,0.28,0.0714,True
STAD,0.24,0.0909,True
STAD,0.16,0.0833,False
TGCT,0.25,0.0556,True
THCA,0.22,0.0667,True
THCA,0.28,0.0556,False
THYM,0.19,0.0581,True
UCEC,0.21,0.0909,True
UCEC,0.17,0.0698,False
UCS,0.25,0.0741,True
UVM,0.12,0.0769,True
ACC,0.04,0.0769,True
BLCA,0.02,0.0588,True
BRCA,0.03,0.0556,True
BRCA,0.01,0.0588,False
CESC,0.01,0.0476,True
COAD,0.02,0.0625,True
COAD,0.05,0.0871,False
ESCA,0.07,0.0769,True
GBM,0.02,0.0526,True
HNSC,0.02,0.0500,True
HNSC,0.02,0.0769,False
KICH,0.02,0.0750,True
KIRC,0.04,0.0613,True
KIRC,0.04,0.0526,False
LAML,0.01,0.1000,True
LGG,0.03,0.0513,True
LIHC,0.02,0.0801,True
LUAD,0.03,0.0500,True
LUAD,0.02,0.0625,False
LUSC,0.02,0.0387,True
LUSC,0.04,0.0588,False
MESO,0.01,0.2000,True
OV,0.04,0.0556,True
PAAD,0.02,0.0909,True
PAAD,0.25,0.0667,False
PCPG,0.03,0.0646,True
PRAD,0.04,0.0691,True
READ,0.03,0.0769,True
SARC,0.03,0.0455,True
SKCM,0.03,0.0435,True
STAD,0.03,0.0628,True
STAD,0.03,0.1143,False
TGCT,0.02,0.0401,True
THCA,0.02,0.0501,True
THYM,0.02,0.0385,True
UCEC,0.02,0.0714,True
UCS,0.02,0.0286,True
UVM,0.01,0.0667,True
BLCA,0.04,0.0833,True
BLCA,0.05,0.0909,False
BRCA,0.08,0.0833,True
BRCA,0.06,0.0718,False
CESC,0.09,0.0769,True
CESC,0.33,0.1429,False
CHOL,0.03,0.0909,True
COAD,0.03,0.0909,True
DLBC,0.08,0.0588,True
ESCA,0.13,0.0714,True
ESCA,0.18,0.0750,False
GBM,0.09,0.0606,True
GBM,0.4,0.0813,False
HNSC,0.09,0.0833,True
HNSC,0.11,0.0909,False
KICH,0.03,0.0769,True
KIRC,0.09,0.0714,True
KIRC,0.04,0.0625,False
KIRP,0.06,0.0769,True
KIRP,0.06,0.0718,False
LAML,0.01,0.0834,True
LGG,0.11,0.0833,True
LIHC,0.01,0.0955,True
LUAD,0.08,0.0833,True
LUAD,0.03,0.0813,False
LUSC,0.08,0.0691,True
LUSC,0.14,0.0625,False
OV,0.11,0.0606,True
PAAD,0.04,0.1000,True
PCPG,0.02,0.0909,True
PRAD,0.05,0.0833,True
PRAD,0.1,0.0769,False
READ,0.03,0.1000,True
SARC,0.09,0.0769,True
SKCM,0.09,0.0769,True
STAD,0.06,0.0714,True
STAD,0.12,0.0667,False
TGCT,0.1,0.0667,True
THCA,0.06,0.0833,True
THCA,0.03,0.0955,False
THYM,0.14,0.0667,True
THYM,1.0,0.1082,False
UCEC,0.04,0.0801,True
UCEC,0.06,0.0909,False
UCS,0.14,0.0667,True
UVM,0.02,0.0833,True
ACC,0.04,0.1000,True
BLCA,0.06,0.1000,True
BLCA,0.11,0.0839,False
BRCA,0.1,0.0909,True
BRCA,0.19,0.1000,False
CESC,0.13,0.1000,True
CESC,0.67,0.1288,False
COAD,0.06,0.0909,True
COAD,0.02,0.1000,False
DLBC,0.17,0.1000,True
ESCA,0.24,0.0909,True
ESCA,0.09,0.1579,False
GBM,0.3,0.0909,True
GBM,0.2,0.0769,False
HNSC,0.13,0.0833,True
HNSC,0.07,0.0909,False
KICH,0.03,0.0955,True
KICH,0.17,0.0871,False
KIRC,0.16,0.0833,True
KIRC,0.11,0.0909,False
KIRP,0.09,0.1333,True
KIRP,0.25,0.1088,False
LAML,0.01,0.0909,True
LGG,0.13,0.1000,True
LIHC,0.01,0.1538,True
LUAD,0.11,0.0909,True
LUAD,0.08,0.0833,False
LUSC,0.15,0.0833,True
LUSC,0.16,0.0591,False
MESO,0.02,0.0955,True
OV,0.29,0.0833,True
PAAD,0.03,0.1818,True
PCPG,0.02,0.1455,True
PRAD,0.09,0.0909,True
PRAD,0.1,0.0833,False
READ,0.01,0.1000,True
SARC,0.1,0.1000,True
SKCM,0.18,0.0833,True
STAD,0.17,0.1000,True
STAD,0.09,0.0833,False
TGCT,0.26,0.0833,True
THCA,0.07,0.0909,True
THCA,0.1,0.0909,False
THYM,0.2,0.0833,True
THYM,1.0,0.0812,False
UCEC,0.09,0.0909,True
UCEC,0.09,0.0646,False
UCS,0.16,0.0972,True
UVM,0.09,0.0833,True
ACC,0.03,0.1334,True
BLCA,0.09,0.1000,True
BLCA,0.05,0.0909,False
BRCA,0.15,0.1053,True
BRCA,0.18,0.1000,False
CESC,0.18,0.1292,True
CESC,0.67,0.1818,False
COAD,0.08,0.1000,True
DLBC,0.23,0.1000,True
ESCA,0.52,0.1765,True
ESCA,0.27,0.1176,False
GBM,0.43,0.1429,True
GBM,0.4,0.0833,False
HNSC,0.18,0.1000,True
HNSC,0.07,0.0909,False
KICH,0.03,0.1364,True
KICH,0.04,0.1000,False
KIRC,0.21,0.1111,True
KIRC,0.14,0.1548,False
KIRP,0.08,0.1538,True
KIRP,0.22,0.1538,False
LAML,0.03,0.1000,True
LGG,0.17,0.1000,True
LIHC,0.01,0.2000,True
LIHC,0.02,0.2000,False
LUAD,0.14,0.1000,True
LUAD,0.12,0.1538,False
LUSC,0.2,0.1000,True
LUSC,0.31,0.0909,False
MESO,0.03,0.1000,True
OV,0.46,0.1818,True
PAAD,0.04,0.2000,True
PAAD,0.25,0.1000,False
PCPG,0.05,0.1000,True
PRAD,0.11,0.1000,True
PRAD,0.17,0.0909,False
READ,0.01,0.1000,True
READ,0.1,0.0909,False
SARC,0.12,0.1716,True
SKCM,0.23,0.1000,True
STAD,0.27,0.1579,True
STAD,0.22,0.1548,False
TGCT,0.33,0.1304,True
THCA,0.11,0.1000,True
THCA,0.14,0.1053,False
THYM,0.23,0.0909,True
THYM,1.0,0.1488,False
UCEC,0.12,0.1429,True
UCEC,0.14,0.1000,False
UCS,0.2,0.1538,True
UVM,0.09,0.0833,True
BLCA,0.05,0.0909,False
BRCA,0.0,0.1000,True
BRCA,0.01,0.0556,False
CESC,0.01,0.1333,True
ESCA,0.01,0.0607,True
GBM,0.01,0.0885,True
HNSC,0.02,0.1000,False
KIRC,0.01,0.0667,True
KIRP,0.01,0.0833,True
LGG,0.01,0.0871,True
LUAD,0.01,0.0733,True
LUAD,0.02,0.0909,False
LUSC,0.0,0.0833,True
LUSC,0.04,0.0714,False
OV,0.03,0.0541,True
PRAD,0.0,0.0813,True
STAD,0.01,0.0625,True
STAD,0.09,0.0833,False
THCA,0.02,0.0833,False
THYM,0.02,0.0839,True
UCEC,0.01,0.0839,True
ESCA,0.01,0.1000,True
LUAD,0.0,0.1000,True
OV,0.01,0.0769,True
SKCM,0.0,0.1818,True
HNSC,0.0,0.0667,True
BRCA,0.0,0.0672,True
ESCA,0.01,0.0833,True
LGG,0.0,0.0714,True
LUAD,0.0,0.0556,True
LUSC,0.0,0.0667,True
BLCA,0.0,0.1000,True
BRCA,0.01,0.0714,True
ESCA,0.03,0.0489,True
HNSC,0.0,0.0685,True
KIRC,0.0,0.0794,True
LAML,0.01,0.1333,True
LGG,0.0,0.0857,True
LUAD,0.01,0.0646,True
OV,0.01,0.0455,True
SARC,0.02,0.0670,True
SKCM,0.0,0.0556,True
STAD,0.01,0.0441,True
TGCT,0.01,0.0885,True
THCA,0.0,0.0833,True
UCEC,0.0,0.0909,True
UCS,0.02,0.0667,True
ESCA,0.01,0.0526,True
PRAD,0.0,0.0526,True
UCS,0.02,0.0667,True
LIHC,0.0,0.0909,True
OV,0.0,0.0588,True
LUSC,0.02,0.0588,False
SKCM,0.0,0.3333,True
BLCA,0.0,0.0561,True
BRCA,0.01,0.0833,True
BRCA,0.01,0.0714,False
CESC,0.0,0.0526,True
ESCA,0.15,0.0635,True
ESCA,0.09,0.0769,False
GBM,0.01,0.0625,True
HNSC,0.01,0.0833,True
KIRC,0.01,0.1111,True
KIRC,0.01,0.1000,False
LGG,0.01,0.0742,True
LUSC,0.01,0.0909,True
OV,0.07,0.0909,True
PCPG,0.01,0.1000,True
PRAD,0.0,0.0667,True
SKCM,0.01,0.0769,True
STAD,0.12,0.0769,True
STAD,0.09,0.0572,False
TGCT,0.01,0.0955,True
THCA,0.0,0.1000,True
UCEC,0.02,0.0833,True
UCS,0.04,0.0909,True
BLCA,0.02,0.0909,True
BRCA,0.05,0.0909,True
BRCA,0.03,0.0909,False
CESC,0.03,0.0801,True
CHOL,0.03,0.1000,True
COAD,0.01,0.1000,True
ESCA,0.37,0.1000,True
ESCA,0.27,0.0667,False
GBM,0.08,0.0852,True
HNSC,0.07,0.0909,True
HNSC,0.05,0.1000,False
KICH,0.04,0.0625,False
KIRC,0.03,0.0909,True
KIRC,0.03,0.0769,False
KIRP,0.02,0.0833,True
LAML,0.03,0.1576,True
LGG,0.04,0.0801,True
LIHC,0.0,0.1000,True
LUAD,0.02,0.0917,True
LUAD,0.03,0.0913,False
LUSC,0.07,0.0769,True
LUSC,0.08,0.0691,False
MESO,0.01,0.0909,True
OV,0.23,0.1027,True
PAAD,0.01,0.0955,True
PCPG,0.01,0.0769,True
PRAD,0.03,0.0955,True
PRAD,0.04,0.0885,False
READ,0.01,0.1000,True
SARC,0.03,0.0801,True
SKCM,0.08,0.0909,True
STAD,0.26,0.1027,True
STAD,0.22,0.0714,False
TGCT,0.14,0.0714,True
THCA,0.01,0.0742,True
THCA,0.03,0.1000,False
THYM,0.03,0.0909,True
UCEC,0.07,0.0909,True
UCEC,0.11,0.0909,False
UCS,0.04,0.1634,True
BLCA,0.02,0.1292,True
BRCA,0.05,0.0890,True
CESC,0.04,0.0909,True
COAD,0.02,0.0909,True
DLBC,0.04,0.0729,True
ESCA,0.35,0.1188,True
ESCA,0.27,0.0667,False
GBM,0.11,0.0976,True
HNSC,0.08,0.0833,True
HNSC,0.05,0.1215,False
KIRC,0.04,0.0833,True
KIRC,0.03,0.0839,False
KIRP,0.01,0.0588,True
LAML,0.01,0.1409,True
LGG,0.05,0.0909,True
LIHC,0.01,0.1000,True
LUAD,0.04,0.0955,True
LUAD,0.02,0.0667,False
LUSC,0.06,0.0741,True
LUSC,0.08,0.0718,False
OV,0.27,0.1000,True
PCPG,0.01,0.0857,True
PRAD,0.03,0.0955,True
READ,0.01,0.0769,True
SARC,0.03,0.0909,True
SKCM,0.06,0.0909,True
STAD,0.33,0.1000,True
STAD,0.25,0.1043,False
TGCT,0.13,0.0714,True
THCA,0.01,0.0646,True
THCA,0.03,0.0909,False
THYM,0.03,0.0750,True
UCEC,0.08,0.1000,True
UCEC,0.09,0.0787,False
UCS,0.07,0.0955,True
BLCA,0.0,0.0625,True
BRCA,0.01,0.0691,True
CESC,0.0,0.0714,True
COAD,0.0,0.2727,True
ESCA,0.02,0.0500,True
GBM,0.01,0.0556,True
HNSC,0.0,0.0526,True
KICH,0.04,0.0833,False
KIRC,0.01,0.1000,True
KIRC,0.01,0.1000,False
LGG,0.01,0.0801,True
LUAD,0.0,0.0917,True
LUSC,0.01,0.0591,True
OV,0.03,0.0769,True
PRAD,0.0,0.0566,True
SARC,0.01,0.0909,True
SKCM,0.01,0.0697,True
STAD,0.03,0.0750,True
TGCT,0.01,0.0714,True
UCEC,0.01,0.0833,True
UCEC,0.03,0.0625,False
ACC,0.01,0.0714,True
BLCA,0.03,0.0909,True
BRCA,0.04,0.0909,True
BRCA,0.03,0.0909,False
CESC,0.02,0.0909,True
COAD,0.01,0.0833,True
DLBC,0.08,0.0871,True
ESCA,0.3,0.1000,True
ESCA,0.09,0.0588,False
GBM,0.11,0.0909,True
HNSC,0.08,0.0833,True
HNSC,0.05,0.0839,False
KICH,0.04,0.0667,False
KIRC,0.05,0.0909,True
KIRC,0.08,0.0871,False
KIRP,0.01,0.0812,True
LAML,0.01,0.0833,True
LGG,0.05,0.0742,True
LIHC,0.01,0.0955,True
LUAD,0.03,0.0931,True
LUAD,0.03,0.1385,False
LUSC,0.09,0.0817,True
LUSC,0.08,0.0691,False
OV,0.21,0.1036,True
PAAD,0.02,0.0955,True
PCPG,0.01,0.0909,True
PRAD,0.04,0.0833,True
READ,0.05,0.0769,True
READ,0.1,0.0833,False
SARC,0.04,0.0909,True
SKCM,0.07,0.0852,True
STAD,0.25,0.1000,True
STAD,0.19,0.0885,False
TGCT,0.11,0.0769,True
THCA,0.02,0.0714,True
THYM,0.02,0.0871,True
UCEC,0.06,0.1000,True
UCEC,0.06,0.0788,False
UCS,0.04,0.0909,True
BLCA,0.01,0.0714,True
BRCA,0.02,0.0833,True
CESC,0.02,0.0909,True
COAD,0.01,0.0729,True
ESCA,0.22,0.0871,True
GBM,0.08,0.0742,True
HNSC,0.05,0.0909,True
HNSC,0.02,0.1111,False
KICH,0.04,0.0667,False
KIRC,0.02,0.0871,True
KIRC,0.01,0.1667,False
KIRP,0.01,0.0620,True
LAML,0.01,0.0833,True
LGG,0.04,0.0833,True
LIHC,0.0,0.0909,True
LUAD,0.02,0.0839,True
LUAD,0.02,0.1818,False
LUSC,0.05,0.0691,True
LUSC,0.06,0.1000,False
OV,0.16,0.0909,True
PCPG,0.01,0.0909,True
PRAD,0.02,0.0680,True
READ,0.01,0.0577,True
SARC,0.02,0.1000,True
SKCM,0.05,0.0909,True
STAD,0.17,0.0833,True
STAD,0.09,0.1176,False
TGCT,0.06,0.0909,True
THCA,0.02,0.0801,True
THCA,0.02,0.0738,False
THYM,0.01,0.1000,True
UCEC,0.05,0.0833,True
BLCA,0.0,0.0909,True
BRCA,0.01,0.0871,True
CESC,0.01,0.1097,True
COAD,0.0,0.0588,True
ESCA,0.09,0.1000,True
GBM,0.01,0.0833,True
HNSC,0.01,0.0871,True
KIRC,0.01,0.0871,True
KIRC,0.01,0.0526,False
LGG,0.0,0.0769,True
LUAD,0.01,0.0769,True
LUSC,0.02,0.0556,True
OV,0.06,0.0769,True
PRAD,0.01,0.0714,True
READ,0.01,0.0769,True
SARC,0.02,0.0667,True
SKCM,0.02,0.0588,True
STAD,0.07,0.0691,True
TGCT,0.02,0.0714,True
THCA,0.0,0.0871,True
THCA,0.02,0.0728,False
UCEC,0.02,0.0691,True
UCS,0.04,0.1000,True
BLCA,0.02,0.0714,True
BRCA,0.02,0.0833,True
CESC,0.01,0.0955,True
COAD,0.0,0.1000,True
ESCA,0.23,0.0909,True
ESCA,0.09,0.1111,False
GBM,0.02,0.0576,True
HNSC,0.03,0.0667,True
KICH,0.08,0.0813,False
KIRC,0.01,0.0714,True
KIRC,0.03,0.0729,False
LGG,0.02,0.0833,True
LIHC,0.0,0.0909,True
LUAD,0.02,0.0909,True
LUSC,0.03,0.0588,True
LUSC,0.04,0.0955,False
OV,0.13,0.0833,True
PCPG,0.01,0.0909,True
PRAD,0.02,0.0769,True
SKCM,0.01,0.0871,True
STAD,0.15,0.0909,True
STAD,0.09,0.1195,False
TGCT,0.04,0.0667,True
THCA,0.0,0.0833,True
THCA,0.02,0.1000,False
THYM,0.02,0.0794,True
UCEC,0.05,0.0833,True
UCEC,0.06,0.0601,False
UCS,0.05,0.0909,True
BLCA,0.01,0.0742,True
BRCA,0.01,0.0909,True
BRCA,0.04,0.0769,False
COAD,0.0,0.0833,True
ESCA,0.04,0.1000,True
ESCA,0.09,0.0625,False
HNSC,0.01,0.0769,True
KIRC,0.01,0.0833,True
LAML,0.01,0.1765,True
LGG,0.01,0.0718,True
LUSC,0.01,0.0711,True
LUSC,0.02,0.0833,False
OV,0.01,0.0526,True
PAAD,0.01,0.0909,True
PRAD,0.01,0.1169,True
PRAD,0.02,0.0625,False
SARC,0.0,0.0536,True
SKCM,0.0,0.0435,True
STAD,0.01,0.0812,True
STAD,0.09,0.0714,False
TGCT,0.01,0.0667,True
THYM,0.01,0.0909,True
UCEC,0.0,0.0667,True
BLCA,0.0,0.0812,True
BRCA,0.0,0.0955,True
BRCA,0.01,0.0833,False
CESC,0.0,0.0714,True
ESCA,0.03,0.0714,True
GBM,0.01,0.0834,True
HNSC,0.0,0.0714,True
KIRC,0.0,0.0909,True
KIRC,0.01,0.0909,False
LGG,0.0,0.0871,True
LUAD,0.0,0.0417,True
LUSC,0.01,0.0667,True
LUSC,0.02,0.0709,False
OV,0.01,0.0909,True
PRAD,0.0,0.0718,True
PRAD,0.02,0.1250,False
SKCM,0.0,0.0655,True
STAD,0.02,0.0588,True
THCA,0.01,0.0801,True
UCEC,0.01,0.0801,True
BLCA,0.01,0.0839,True
BRCA,0.01,0.0871,True
BRCA,0.02,0.0572,False
CESC,0.01,0.1000,True
CHOL,0.03,0.1000,True
COAD,0.02,0.1000,False
DLBC,0.02,0.0556,True
ESCA,0.01,0.0833,True
ESCA,0.09,0.0714,False
GBM,0.01,0.0778,True
HNSC,0.0,0.0682,True
KICH,0.02,0.0909,True
KIRC,0.01,0.0718,True
LGG,0.01,0.0769,True
LUAD,0.01,0.0769,True
LUSC,0.01,0.0801,True
LUSC,0.04,0.0540,False
OV,0.02,0.0857,True
PCPG,0.01,0.0909,True
PRAD,0.0,0.0345,True
PRAD,0.02,0.1176,False
READ,0.01,0.0909,True
SARC,0.02,0.0769,True
SKCM,0.01,0.0769,True
STAD,0.03,0.0909,True
STAD,0.09,0.1250,False
TGCT,0.01,0.0769,True
THCA,0.0,0.0705,True
THCA,0.02,0.0769,False
THYM,0.03,0.1000,True
UCEC,0.01,0.0833,True
ACC,0.03,0.0900,True
BLCA,0.02,0.0839,True
BRCA,0.05,0.0817,True
BRCA,0.02,0.0500,False
CESC,0.05,0.0742,True
CHOL,0.03,0.0909,True
COAD,0.02,0.0931,True
COAD,0.02,0.0909,False
DLBC,0.06,0.0667,True
ESCA,0.22,0.1000,True
ESCA,0.18,0.1269,False
GBM,0.08,0.1000,True
HNSC,0.05,0.0833,True
HNSC,0.05,0.0750,False
KICH,0.02,0.0714,True
KICH,0.04,0.0588,False
KIRC,0.05,0.0755,True
KIRC,0.04,0.0667,False
KIRP,0.01,0.0909,True
KIRP,0.06,0.0749,False
LAML,0.01,0.2000,True
LGG,0.05,0.0714,True
LIHC,0.0,0.0750,True
LUAD,0.05,0.0769,True
LUAD,0.03,0.0909,False
LUSC,0.08,0.0606,True
LUSC,0.1,0.0833,False
MESO,0.01,0.0625,True
OV,0.16,0.1429,True
PAAD,0.02,0.1215,True
PCPG,0.01,0.1000,True
PRAD,0.02,0.0774,True
PRAD,0.04,0.0860,False
READ,0.04,0.0801,True
SARC,0.06,0.0833,True
SKCM,0.05,0.0667,True
STAD,0.16,0.1127,True
STAD,0.22,0.2143,False
TGCT,0.06,0.0714,True
THCA,0.03,0.0909,True
THCA,0.05,0.0767,False
THYM,0.03,0.0733,True
UCEC,0.04,0.0852,True
UCEC,0.06,0.1131,False
UCS,0.04,0.0714,True
UVM,0.04,0.0909,True
ACC,0.01,0.0833,True
BLCA,0.05,0.0833,True
BRCA,0.05,0.0833,True
BRCA,0.06,0.0909,False
CESC,0.05,0.0769,True
CHOL,0.06,0.0833,True
COAD,0.02,0.0833,True
COAD,0.02,0.0909,False
DLBC,0.06,0.0769,True
ESCA,0.06,0.1429,True
ESCA,0.18,0.0801,False
GBM,0.03,0.1000,True
HNSC,0.06,0.0769,True
HNSC,0.02,0.0714,False
KICH,0.04,0.0833,False
KIRC,0.04,0.0801,True
KIRC,0.06,0.0769,False
KIRP,0.01,0.0839,True
KIRP,0.06,0.0909,False
LGG,0.05,0.0909,True
LIHC,0.01,0.0667,True
LUAD,0.06,0.0833,True
LUAD,0.02,0.0705,False
LUSC,0.08,0.0714,True
LUSC,0.06,0.0551,False
OV,0.07,0.0909,True
PAAD,0.03,0.0788,True
PCPG,0.03,0.0833,True
PRAD,0.04,0.0742,True
PRAD,0.06,0.0833,False
READ,0.03,0.0769,True
SARC,0.07,0.0909,True
SKCM,0.07,0.0667,True
STAD,0.07,0.0909,True
STAD,0.09,0.2000,False
TGCT,0.12,0.0714,True
THCA,0.04,0.0833,True
THCA,0.03,0.0667,False
THYM,0.11,0.0714,True
UCEC,0.03,0.0833,True
UCEC,0.06,0.0909,False
UCS,0.02,0.0557,True
UVM,0.04,0.0769,True
ACC,0.03,0.1417,True
BLCA,0.03,0.0769,True
BRCA,0.04,0.0909,True
BRCA,0.05,0.0871,False
CESC,0.03,0.0774,True
COAD,0.01,0.0750,True
DLBC,0.04,0.0833,True
ESCA,0.09,0.1000,True
ESCA,0.18,0.0833,False
GBM,0.02,0.1043,True
HNSC,0.06,0.0769,True
KICH,0.02,0.1000,True
KICH,0.08,0.0857,False
KIRC,0.04,0.0909,True
KIRC,0.07,0.0909,False
KIRP,0.01,0.0909,True
KIRP,0.03,0.0909,False
LAML,0.01,0.1818,True
LGG,0.05,0.0769,True
LIHC,0.0,0.1111,True
LUAD,0.05,0.0817,True
LUAD,0.03,0.0885,False
LUSC,0.06,0.0667,True
LUSC,0.12,0.0952,False
MESO,0.01,0.0769,True
OV,0.07,0.1000,True
PAAD,0.02,0.0909,True
PCPG,0.01,0.0871,True
PRAD,0.04,0.0784,True
PRAD,0.04,0.0729,False
READ,0.02,0.0769,True
SARC,0.03,0.1000,True
SKCM,0.07,0.0769,True
STAD,0.06,0.0909,True
STAD,0.06,0.1334,False
TGCT,0.06,0.0801,True
THCA,0.03,0.0769,True
THCA,0.03,0.1083,False
THYM,0.05,0.0742,True
THYM,0.5,0.0667,False
UCEC,0.01,0.0885,True
UCS,0.02,0.3077,True
UVM,0.02,0.0955,True
BLCA,0.0,0.0667,True
CESC,0.0,0.0769,True
DLBC,0.02,0.0667,True
ESCA,0.01,0.1538,True
HNSC,0.0,0.0833,True
KIRC,0.0,0.0871,True
LGG,0.0,0.0909,True
LUSC,0.0,0.0909,True
OV,0.01,0.0839,True
STAD,0.02,0.0833,True
THCA,0.0,0.0909,True
BRCA,0.0,0.0769,True
BRCA,0.01,0.0909,False
CESC,0.02,0.1000,True
COAD,0.0,0.0769,True
DLBC,0.06,0.0769,True
ESCA,0.12,0.1144,True
ESCA,0.27,0.1000,False
GBM,0.01,0.2308,True
HNSC,0.01,0.0714,True
KICH,0.04,0.1000,False
KIRC,0.01,0.0909,True
LGG,0.01,0.1000,True
LUAD,0.01,0.0769,True
LUSC,0.02,0.0909,True
LUSC,0.06,0.1053,False
OV,0.08,0.1340,True
PRAD,0.0,0.1000,True
SARC,0.0,0.1109,True
SKCM,0.01,0.0833,True
STAD,0.12,0.1056,True
STAD,0.06,0.1000,False
TGCT,0.02,0.1000,True
THCA,0.01,0.1000,True
UCEC,0.01,0.0909,True
UCS,0.04,0.1364,True
BRCA,0.0,0.0680,True
BRCA,0.01,0.0769,False
CESC,0.0,0.0769,True
DLBC,0.04,0.1288,True
ESCA,0.01,0.2000,True
KIRP,0.0,0.0833,True
LUAD,0.0,0.0742,True
LUSC,0.01,0.0955,True
LUSC,0.02,0.0521,False
OV,0.01,0.1288,True
STAD,0.01,0.0857,True
TGCT,0.01,0.0909,True
THYM,0.02,0.0834,True
UCEC,0.0,0.1364,True
UCS,0.04,0.1009,True
BLCA,0.02,0.0885,True
BLCA,0.05,0.0833,False
BRCA,0.01,0.1000,True
BRCA,0.01,0.0769,False
CESC,0.01,0.0769,True
CESC,0.33,0.1000,False
ESCA,0.09,0.1088,True
ESCA,0.18,0.1385,False
HNSC,0.02,0.0833,True
HNSC,0.02,0.0833,False
KICH,0.02,0.0909,True
KIRC,0.01,0.0769,True
KIRP,0.01,0.1000,True
KIRP,0.06,0.0945,False
LGG,0.01,0.0955,True
LUAD,0.0,0.0625,True
LUSC,0.02,0.0909,True
LUSC,0.04,0.1294,False
OV,0.02,0.1215,True
PRAD,0.02,0.0769,True
PRAD,0.08,0.0769,False
SKCM,0.04,0.1000,True
STAD,0.06,0.1538,True
STAD,0.03,0.0909,False
TGCT,0.03,0.0871,True
THCA,0.01,0.1000,True
THCA,0.05,0.0909,False
THYM,0.05,0.0857,True
UCEC,0.0,0.2083,True
UCS,0.07,0.0769,True
BLCA,0.02,0.0714,True
BRCA,0.0,0.1538,True
BRCA,0.01,0.0714,False
CESC,0.01,0.0742,True
DLBC,0.02,0.1538,True
ESCA,0.1,0.1538,True
ESCA,0.09,0.1818,False
HNSC,0.02,0.0917,True
KIRC,0.01,0.0909,True
KIRP,0.01,0.1715,True
KIRP,0.06,0.0993,False
LGG,0.02,0.0833,True
LUAD,0.0,0.1182,True
LUAD,0.02,0.0909,False
LUSC,0.02,0.0909,True
LUSC,0.02,0.0623,False
OV,0.01,0.1111,True
PRAD,0.01,0.0871,True
PRAD,0.06,0.0769,False
SARC,0.01,0.0834,True
SKCM,0.03,0.0833,True
STAD,0.06,0.1538,True
STAD,0.03,0.1000,False
TGCT,0.01,0.0909,True
THCA,0.01,0.1000,True
THCA,0.03,0.1288,False
THYM,0.03,0.0769,True
UCEC,0.01,0.2000,True
UCS,0.02,0.0595,True
ACC,0.01,0.0769,True
BLCA,0.01,0.0833,True
BLCA,0.05,0.1000,False
BRCA,0.01,0.1333,True
BRCA,0.02,0.0857,False
CESC,0.01,0.0833,True
DLBC,0.02,0.1176,True
ESCA,0.15,0.1176,True
ESCA,0.18,0.1715,False
GBM,0.01,0.1000,True
HNSC,0.02,0.0801,True
KIRC,0.01,0.0833,True
KIRP,0.0,0.0769,True
KIRP,0.03,0.0625,False
LGG,0.01,0.0909,True
LUAD,0.0,0.0917,True
LUSC,0.01,0.0839,True
LUSC,0.04,0.0733,False
OV,0.06,0.2000,True
PAAD,0.25,0.0909,False
PRAD,0.01,0.0871,True
PRAD,0.02,0.0625,False
SARC,0.01,0.1455,True
SKCM,0.03,0.0742,True
STAD,0.09,0.1340,True
TGCT,0.04,0.0801,True
THCA,0.0,0.0955,True
THCA,0.03,0.1000,False
THYM,0.02,0.0834,True
UCEC,0.0,0.1121,True
UCS,0.05,0.0714,True
ACC,0.01,0.0833,True
BLCA,0.02,0.0833,True
BRCA,0.01,0.0909,True
BRCA,0.04,0.1455,False
CESC,0.01,0.0691,True
DLBC,0.04,0.0813,True
ESCA,0.07,0.0909,True
HNSC,0.05,0.0871,True
KIRC,0.02,0.0769,True
KIRP,0.01,0.0769,True
KIRP,0.03,0.1000,False
LGG,0.03,0.0909,True
LIHC,0.0,0.0833,True
LUAD,0.01,0.1000,True
LUSC,0.03,0.0833,True
LUSC,0.04,0.0635,False
OV,0.05,0.0909,True
PAAD,0.01,0.0909,True
PAAD,0.25,0.0909,False
PRAD,0.03,0.0833,True
PRAD,0.1,0.1000,False
SKCM,0.06,0.0909,True
STAD,0.05,0.0909,True
TGCT,0.04,0.0801,True
THCA,0.02,0.1000,True
THCA,0.03,0.0833,False
THYM,0.01,0.0714,True
UCEC,0.0,0.1334,True
UCS,0.09,0.0774,True
ACC,0.01,0.0769,True
BLCA,0.02,0.0909,True
BRCA,0.01,0.1000,True
BRCA,0.08,0.1000,False
CESC,0.02,0.1000,True
COAD,0.0,0.0667,True
DLBC,0.06,0.1000,True
ESCA,0.09,0.1000,True
HNSC,0.04,0.0769,True
HNSC,0.05,0.0955,False
KIRC,0.03,0.0769,True
